word,rank,cefr,pos,ipa,meaning_vi,example_en,is_concrete_noun,orig_rank,sfi,freq_per_million,topic_code,topic
interview,659,A2,n,/ˈɪntɚvjˌu/,cuộc phỏng vấn,I have a job interview tomorrow.,FALSE,784,60.86,122,CV,Công việc & nghề nghiệp
agreement,660,A2,n,/əɡɹˈimənt/,sự thỏa thuận; hiệp định,They signed an agreement.,FALSE,785,60.85,122,GT,"Giao tiếp, ngôn ngữ & truyền thông"
release,661,A2,v,/ɹilˈis/,phát hành; thả,The band released a new song.,FALSE,786,60.85,122,HD,Hành động & chuyển động
tax,662,A2,n,/tˈæks/,thuế,We pay tax every year.,FALSE,787,60.85,122,KT,"Kinh doanh, kinh tế & tài chính"
solution,663,A2,n,/səlˈuʃən/,giải pháp; dung dịch,There is no easy solution.,FALSE,788,60.85,122,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
capital,664,A2,n,/kˈæpətəl/,thủ đô; vốn,Hanoi is the capital of Vietnam.,FALSE,789,60.83,121,KT,"Kinh doanh, kinh tế & tài chính"
popular,665,A2,adj,/pˈɑpjəlɚ/,phổ biến; được ưa chuộng,This song is very popular.,FALSE,790,60.82,121,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
specific,666,A2,adj,/spəsˈɪfɪk/,cụ thể; riêng,Give me a specific example.,FALSE,791,60.82,121,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
beautiful,667,A2,adj,/bjˈutəfəl/,"đẹp, xinh đẹp",What a beautiful garden!,FALSE,792,60.82,121,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
fear,668,A2,n,/fˈɪɹ/,nỗi sợ hãi,She has a fear of heights.,FALSE,793,60.81,121,CX,"Cảm xúc, tính cách & thái độ"
aim,669,A2,n,/ˈeɪm/,"mục tiêu, mục đích",My aim is to pass the exam.,FALSE,794,60.81,121,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
television,670,A2,n,/tˈɛləvˌɪʒən/,"tivi, truyền hình",Turn off the television.,TRUE,795,60.81,120,GI,"Nghệ thuật, giải trí & thể thao"
serious,671,A2,adj,/sˈɪɹiəs/,nghiêm trọng; nghiêm túc,This is a serious problem.,FALSE,796,60.81,120,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
target,672,A2,n,/tˈɑɹɡət/,mục tiêu; đích,We reached our sales target.,FALSE,797,60.8,120,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
degree,673,A2,n,/dɪɡɹˈi/,độ; bằng cấp,It is thirty degrees today.,FALSE,798,60.78,120,HT,Giáo dục & học tập
pull,674,A2,v,/pˈʊl/,kéo,Pull the door to open it.,FALSE,799,60.77,120,HD,Hành động & chuyển động
red,675,A2,adj,/ɹˈɛd/,màu đỏ,She has a red car.,FALSE,800,60.77,119,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
husband,676,A2,n,/hˈʌzbənd/,chồng,Her husband is a teacher.,FALSE,801,60.77,119,GD,Gia đình & quan hệ thân thuộc
access,677,A2,n,/ˈæksˌɛs/,quyền truy cập; lối vào,I have access to the internet.,FALSE,802,60.77,119,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
movement,678,A2,n,/mˈuvmənt/,sự chuyển động; phong trào,I saw a movement in the dark.,FALSE,803,60.75,119,HD,Hành động & chuyển động
treat,679,A2,v,/tɹˈit/,đối xử; điều trị,The doctor treats sick people.,FALSE,804,60.74,119,SK,Sức khỏe & y tế
identify,680,A2,v,/aɪdˈɛntəfˌaɪ/,nhận diện; xác định,Can you identify this plant?,FALSE,805,60.73,118,TD,"Tư duy, nhận thức & giác quan"
loss,681,A2,n,/lˈɔs/,sự mất mát; thua lỗ,The team suffered a big loss.,FALSE,806,60.72,118,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
modern,682,A2,adj,/mˈɑdɚn/,hiện đại,They live in a modern house.,FALSE,808,60.7,117,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
pressure,683,A2,n,/pɹˈɛʃɚ/,áp lực; áp suất,He is under a lot of pressure.,FALSE,809,60.7,117,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
bus,684,A2,n,/bˈʌs/,xe buýt,I take the bus to school.,TRUE,810,60.69,117,DL,Giao thông & du lịch
treatment,685,A2,n,/tɹˈitmənt/,sự điều trị; cách đối xử,The treatment was successful.,FALSE,811,60.69,117,SK,Sức khỏe & y tế
conference,686,A2,n,/kˈɑnfɚəns/,hội nghị,She attended a business conference.,FALSE,812,60.68,117,CV,Công việc & nghề nghiệp
supply,687,A2,n,/səplˈaɪ/,nguồn cung; sự cung cấp,Water supply is limited here.,FALSE,814,60.66,116,KT,"Kinh doanh, kinh tế & tài chính"
village,688,A2,n,/vˈɪlədʒ/,"làng, ngôi làng",She grew up in a small village.,TRUE,815,60.65,116,KG,"Không gian, vị trí & địa lý"
worth,689,A2,adj,/wˈɝθ/,đáng giá; trị giá,This book is worth reading.,FALSE,816,60.64,116,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
natural,690,A2,adj,/nˈætʃɚəl/,tự nhiên,This is a natural product.,FALSE,817,60.64,116,TN,"Thiên nhiên, môi trường & thời tiết"
express,691,A2,v,/ɪkspɹˈɛs/,"bày tỏ, diễn đạt",She expressed her thanks.,FALSE,818,60.64,116,GT,"Giao tiếp, ngôn ngữ & truyền thông"
indicate,692,A2,v,/ˈɪndəkˌeɪt/,chỉ ra; cho thấy,The sign indicates danger.,FALSE,819,60.64,116,GT,"Giao tiếp, ngôn ngữ & truyền thông"
attend,693,A2,v,/ətˈɛnd/,tham dự,Many people attended the meeting.,FALSE,820,60.63,116,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
brother,694,A2,n,/bɹˈʌðɚ/,"anh, em trai",My brother plays the guitar.,FALSE,821,60.63,116,GD,Gia đình & quan hệ thân thuộc
investment,695,A2,n,/ˌɪnvˈɛstmənt/,sự đầu tư; khoản đầu tư,Education is a good investment.,FALSE,822,60.63,116,KT,"Kinh doanh, kinh tế & tài chính"
score,696,A2,n,/skˈɔɹ/,điểm số; tỷ số,The final score was two to one.,FALSE,823,60.62,115,GI,"Nghệ thuật, giải trí & thể thao"
organize,697,A2,v,/ˈɔɹɡənˌaɪz/,tổ chức; sắp xếp,She organized the party.,FALSE,824,60.62,115,HD,Hành động & chuyển động
trip,698,A2,n,/tɹˈɪp/,chuyến đi,We had a great trip to Da Lat.,FALSE,825,60.62,115,DL,Giao thông & du lịch
sleep,699,A2,v,/slˈip/,ngủ,I sleep eight hours every night.,FALSE,827,60.61,115,NG,Con người & cơ thể
fish,700,A2,n,/fˈɪʃ/,con cá,We caught three fish.,TRUE,828,60.6,115,TN,"Thiên nhiên, môi trường & thời tiết"
promise,701,A2,v,/pɹˈɑməs/,hứa,I promise to come on time.,FALSE,829,60.6,115,GT,"Giao tiếp, ngôn ngữ & truyền thông"
potential,702,A2,n,/pətˈɛnʃəl/,tiềm năng,She has great potential.,FALSE,830,60.59,115,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
energy,703,A2,n,/ˈɛnɚdʒi/,năng lượng; sức lực,Children have a lot of energy.,FALSE,831,60.59,115,KH,Khoa học & công nghệ
trouble,704,A2,n,/tɹˈʌbəl/,"rắc rối, khó khăn",He is in serious trouble.,FALSE,832,60.59,115,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
relation,705,A2,n,/ɹilˈeɪʃən/,"mối quan hệ, liên hệ",The two events have no relation.,FALSE,833,60.58,114,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
touch,706,A2,v,/tˈʌtʃ/,"chạm, sờ",Don't touch the hot pan.,FALSE,834,60.56,114,HD,Hành động & chuyển động
file,707,A2,n,/fˈaɪl/,tập tin; hồ sơ,Save the file on your computer.,TRUE,835,60.56,114,KH,Khoa học & công nghệ
middle,708,A2,n,/mˈɪdəl/,"giữa, ở giữa",Stand in the middle of the room.,FALSE,836,60.56,114,KG,"Không gian, vị trí & địa lý"
bar,709,A2,n,/bˈɑɹ/,"quán bar; thanh, thỏi",We met at a small bar.,TRUE,837,60.55,114,AU,Ăn uống & thực phẩm
suffer,710,A2,v,/sˈʌfɚ/,chịu đựng; đau khổ,Many people suffered in the flood.,FALSE,838,60.55,113,CX,"Cảm xúc, tính cách & thái độ"
strategy,711,A2,n,/stɹˈætədʒi/,chiến lược,We need a new business strategy.,FALSE,839,60.55,113,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
deep,712,A2,adj,/dˈip/,sâu,The lake is very deep.,FALSE,840,60.54,113,SL,"Số lượng, đo lường & kích thước"
clean,713,A2,adj,/klˈin/,sạch sẽ,Keep your room clean.,FALSE,842,60.54,113,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
tend,714,A2,v,/tˈɛnd/,có xu hướng,Prices tend to rise in summer.,FALSE,843,60.54,113,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
advance,715,A2,v,/ədvˈæns/,tiến lên; tiến bộ,The army advanced slowly.,FALSE,844,60.54,113,HD,Hành động & chuyển động
fill,716,A2,v,/fˈɪl/,làm đầy; điền,Fill the glass with water.,FALSE,845,60.53,113,HD,Hành động & chuyển động
star,717,A2,n,/stˈɑɹ/,ngôi sao,The stars are bright tonight.,TRUE,846,60.52,113,TN,"Thiên nhiên, môi trường & thời tiết"
network,718,A2,n,/nˈɛtwˌɝk/,mạng lưới,The phone network is down.,FALSE,847,60.5,112,KH,Khoa học & công nghệ
generally,719,A2,adv,/dʒˈɛnɚəli/,"nói chung, thường thì","Generally, I get up early.",FALSE,848,60.5,112,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
operation,720,A2,n,/ˌɑpɚˈeɪʃən/,cuộc phẫu thuật; hoạt động,The operation was a success.,FALSE,849,60.49,112,SK,Sức khỏe & y tế
match,721,A2,n,/mˈætʃ/,trận đấu; que diêm,We watched the football match.,FALSE,850,60.47,111,GI,"Nghệ thuật, giải trí & thể thao"
avoid,722,A2,v,/əvˈɔɪd/,tránh,Try to avoid mistakes.,FALSE,851,60.47,111,HD,Hành động & chuyển động
seat,723,A2,n,/sˈit/,"chỗ ngồi, ghế",Please take your seat.,TRUE,852,60.45,111,NC,"Nhà cửa, đồ vật & trang phục"
throw,724,A2,v,/θɹˈoʊ/,"ném, quăng",Don't throw stones.,FALSE,853,60.45,111,HD,Hành động & chuyển động
task,725,A2,n,/tˈæsk/,"nhiệm vụ, công việc",This is a difficult task.,FALSE,854,60.44,111,CV,Công việc & nghề nghiệp
normal,726,A2,adj,/nˈɔɹməl/,bình thường,His temperature is normal.,FALSE,855,60.43,110,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
goal,727,A2,n,/ɡˈoʊl/,mục tiêu; bàn thắng,My goal is to learn English well.,FALSE,856,60.42,110,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
associate,728,A2,v,/əsˈoʊsiət/,"liên kết, kết hợp",I associate summer with the beach.,FALSE,857,60.42,110,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
blue,729,A2,adj,/blˈu/,màu xanh dương,The sky is clear and blue.,FALSE,858,60.41,110,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
positive,730,A2,adj,/pˈɑzətɪv/,tích cực; dương,Stay positive during hard times.,FALSE,859,60.4,110,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
option,731,A2,n,/ˈɑpʃən/,sự lựa chọn,You have three options.,FALSE,860,60.4,110,TD,"Tư duy, nhận thức & giác quan"
box,732,A2,n,/bˈɑks/,cái hộp,Put the toys in the box.,TRUE,861,60.39,109,NC,"Nhà cửa, đồ vật & trang phục"
huge,733,A2,adj,/hjˈudʒ/,"khổng lồ, to lớn",They live in a huge house.,FALSE,862,60.39,109,SL,"Số lượng, đo lường & kích thước"
message,734,A2,n,/mˈɛsədʒ/,tin nhắn; thông điệp,I sent you a message.,FALSE,863,60.39,109,GT,"Giao tiếp, ngôn ngữ & truyền thông"
instance,735,A2,n,/ˈɪnstəns/,"trường hợp, ví dụ","For instance, take this word.",FALSE,864,60.38,109,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
style,736,A2,n,/stˈaɪl/,phong cách; kiểu,I like her style of writing.,FALSE,865,60.38,109,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
refer,737,A2,v,/ɹəfˈɝ/,nhắc đến; tham khảo,Refer to page ten for details.,FALSE,866,60.37,109,GT,"Giao tiếp, ngôn ngữ & truyền thông"
cold,738,A2,adj,/kˈoʊld/,lạnh,It is very cold today.,FALSE,867,60.36,109,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
push,739,A2,v,/pˈʊʃ/,đẩy,Push the door gently.,FALSE,868,60.36,109,HD,Hành động & chuyển động
quarter,740,A2,n,/kwˈɔɹtɚ/,một phần tư; quý,A quarter of the pizza is left.,FALSE,869,60.36,109,SL,"Số lượng, đo lường & kích thước"
assume,741,A2,v,/əsˈum/,"cho rằng, giả định",I assume you have finished.,FALSE,870,60.34,108,TD,"Tư duy, nhận thức & giác quan"
baby,742,A2,n,/bˈeɪbi/,em bé,The baby is sleeping.,TRUE,871,60.33,108,GD,Gia đình & quan hệ thân thuộc
successful,743,A2,adj,/səksˈɛsfəl/,thành công,She is a successful writer.,FALSE,872,60.32,108,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
sing,744,A2,v,/sˈɪŋ/,hát,She sings beautifully.,FALSE,873,60.32,108,GI,"Nghệ thuật, giải trí & thể thao"
doubt,745,A2,n,/dˈaʊt/,sự nghi ngờ,I have no doubt about it.,FALSE,874,60.32,108,TD,"Tư duy, nhận thức & giác quan"
competition,746,A2,n,/kˌɑmpətˈɪʃən/,cuộc thi; sự cạnh tranh,He won the singing competition.,FALSE,875,60.32,108,GI,"Nghệ thuật, giải trí & thể thao"
theory,747,A2,n,/θˈɪɹi/,lý thuyết,This is only a theory.,FALSE,876,60.31,108,KH,Khoa học & công nghệ
propose,748,A2,v,/pɹəpˈoʊz/,đề xuất; cầu hôn,They proposed a new plan.,FALSE,877,60.31,107,GT,"Giao tiếp, ngôn ngữ & truyền thông"
reference,749,A2,n,/ɹˈɛfɚəns/,tài liệu tham khảo; sự tham chiếu,Please add a reference.,FALSE,878,60.3,107,GT,"Giao tiếp, ngôn ngữ & truyền thông"
argument,750,A2,n,/ˈɑɹɡjəmənt/,cuộc tranh cãi; lập luận,They had a big argument.,FALSE,879,60.3,107,GT,"Giao tiếp, ngôn ngữ & truyền thông"
adult,751,A2,n,/ədˈʌlt/,người lớn,This film is for adults only.,FALSE,880,60.3,107,NG,Con người & cơ thể
fly,752,A2,v,/flˈaɪ/,bay,Birds fly south in winter.,FALSE,881,60.3,107,HD,Hành động & chuyển động
document,753,A2,n,/dˈɑkjəmɛnt/,"tài liệu, văn bản",Please sign this document.,TRUE,882,60.29,107,GT,"Giao tiếp, ngôn ngữ & truyền thông"
pattern,754,A2,n,/pˈætɚn/,khuôn mẫu; hoa văn,I like the pattern on this shirt.,FALSE,883,60.29,107,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
application,755,A2,n,/ˌæpləkˈeɪʃən/,đơn xin; ứng dụng,I sent my job application.,FALSE,884,60.28,107,CV,Công việc & nghề nghiệp
hot,756,A2,adj,/hˈɑt/,nóng,The soup is too hot.,FALSE,885,60.28,107,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
obviously,757,A2,adv,/ˈɑbviəsli/,"rõ ràng, hiển nhiên",She is obviously very tired.,FALSE,886,60.28,107,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
unclear,758,A2,adj,/ənklˈɪɹ/,không rõ ràng,The instructions are unclear.,FALSE,887,60.27,106,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
bill,759,A2,n,/bˈɪl/,hóa đơn; tờ tiền,"Can I have the bill, please?",TRUE,888,60.27,106,KT,"Kinh doanh, kinh tế & tài chính"
search,760,A2,v,/sˈɝtʃ/,tìm kiếm,I searched everywhere for my keys.,FALSE,889,60.26,106,HD,Hành động & chuyển động
separate,761,A2,adj,/sˈɛpɚˌeɪt/,"riêng biệt, tách rời",They sleep in separate rooms.,FALSE,890,60.26,106,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
central,762,A2,adj,/sˈɛntɹəl/,trung tâm; chính yếu,The hotel has a central location.,FALSE,891,60.26,106,KG,"Không gian, vị trí & địa lý"
career,763,A2,n,/kɚˈɪɹ/,sự nghiệp,She has a successful career.,FALSE,892,60.25,106,CV,Công việc & nghề nghiệp
speech,764,A2,n,/spˈitʃ/,bài phát biểu; lời nói,He gave a short speech.,FALSE,894,60.24,106,GT,"Giao tiếp, ngôn ngữ & truyền thông"
dog,765,A2,n,/dˈɔɡ/,con chó,The dog is barking loudly.,TRUE,895,60.24,106,TN,"Thiên nhiên, môi trường & thời tiết"
officer,766,A2,n,/ˈɔfəsɚ/,viên chức; sĩ quan,A police officer helped us.,FALSE,896,60.24,106,CT,"Chính trị, luật pháp & quân sự"
oil,767,A2,n,/ˈɔɪl/,dầu,Add some oil to the pan.,TRUE,898,60.22,105,TN,"Thiên nhiên, môi trường & thời tiết"
dress,768,A2,n,/dɹˈɛs/,"váy, đầm",She bought a red dress.,TRUE,899,60.21,105,NC,"Nhà cửa, đồ vật & trang phục"
profit,769,A2,n,/pɹˈɑfət/,lợi nhuận,The company made a big profit.,FALSE,900,60.21,105,KT,"Kinh doanh, kinh tế & tài chính"
guess,770,A2,v,/ɡˈɛs/,đoán,Can you guess my age?,FALSE,901,60.2,105,TD,"Tư duy, nhận thức & giác quan"
fun,771,A2,n,/fˈʌn/,niềm vui,We had a lot of fun.,FALSE,902,60.2,105,CX,"Cảm xúc, tính cách & thái độ"
protect,772,A2,v,/pɹətˈɛkt/,bảo vệ,Protect your skin from the sun.,FALSE,903,60.2,105,HD,Hành động & chuyển động
resource,773,A2,n,/ɹˈisɔɹs/,tài nguyên; nguồn lực,Water is a valuable resource.,FALSE,904,60.19,105,KT,"Kinh doanh, kinh tế & tài chính"
science,774,A2,n,/sˈaɪəns/,khoa học,I enjoy studying science.,FALSE,905,60.19,104,KH,Khoa học & công nghệ
disease,775,A2,n,/dɪzˈiz/,"bệnh, bệnh tật",This disease is very rare.,FALSE,906,60.19,104,SK,Sức khỏe & y tế
balance,776,A2,n,/bˈæləns/,sự cân bằng; số dư,Try to keep a good balance.,FALSE,907,60.18,104,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
damage,777,A2,n,/dˈæmədʒ/,"sự hư hại, thiệt hại",The storm caused great damage.,FALSE,908,60.18,104,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
basis,778,A2,n,/bˈeɪsəs/,"cơ sở, nền tảng",We meet on a weekly basis.,FALSE,909,60.18,104,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
author,779,A2,n,/ˈɔθɚ/,tác giả,She is a famous author.,FALSE,910,60.17,104,GI,"Nghệ thuật, giải trí & thể thao"
basic,780,A2,adj,/bˈeɪsɪk/,cơ bản,These are basic rules.,FALSE,911,60.17,104,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
encourage,781,A2,v,/ɛnkˈɝɪdʒ/,"khuyến khích, động viên",My teacher encourages me.,FALSE,912,60.16,104,GT,"Giao tiếp, ngôn ngữ & truyền thông"
hair,782,A2,n,/hˈɛɹ/,tóc; lông,She has long black hair.,TRUE,913,60.15,104,NG,Con người & cơ thể
male,783,A2,adj,/mˈeɪl/,giống đực; nam,A male lion has a mane.,FALSE,914,60.15,103,NG,Con người & cơ thể
operate,784,A2,v,/ˈɑpɚˌeɪt/,vận hành; phẫu thuật,Do you know how to operate this?,FALSE,915,60.14,103,HD,Hành động & chuyển động
reflect,785,A2,v,/ɹɪflˈɛkt/,phản chiếu; phản ánh,The lake reflects the sky.,FALSE,916,60.14,103,TD,"Tư duy, nhận thức & giác quan"
exercise,786,A2,n,/ˈɛksɚsˌaɪz/,bài tập; sự tập luyện,Do this exercise at home.,FALSE,917,60.13,103,SK,Sức khỏe & y tế
useful,787,A2,adj,/jˈusfəl/,"hữu ích, có ích",This tool is very useful.,FALSE,918,60.12,103,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
restaurant,788,A2,n,/ɹˈɛstɚˌɑnt/,nhà hàng,We ate at a nice restaurant.,TRUE,919,60.12,103,AU,Ăn uống & thực phẩm
income,789,A2,n,/ˈɪnkˌʌm/,thu nhập,Her income is quite high.,FALSE,920,60.12,103,KT,"Kinh doanh, kinh tế & tài chính"
property,790,A2,n,/pɹˈɑpɚti/,tài sản; bất động sản,He owns a lot of property.,FALSE,921,60.12,103,KT,"Kinh doanh, kinh tế & tài chính"
previous,791,A2,adj,/pɹˈiviəs/,"trước đó, trước đây",See my previous message.,FALSE,922,60.12,103,TG,Thời gian
dark,792,A2,adj,/dˈɑɹk/,tối; sẫm màu,The room is too dark.,FALSE,923,60.11,103,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
imagine,793,A2,v,/ˌɪmˈædʒən/,tưởng tượng,Imagine you are on a beach.,FALSE,924,60.11,102,TD,"Tư duy, nhận thức & giác quan"
